6/17/19 18:52,1,Stefano,Forest,forest@ucmerced.edu,,,Yes,,I agree,,,,1,Probably not,No thanks,No thanks,Definitely yes,Definitely yes,No thanks,Definitely yes,Maybe,Definitely yes,Probably yes
6/17/19 18:52,1,DB,Xi,xi@ucmerced.edu,,,Yes,,I agree,,,,1,No thanks,Probably not,Maybe,Maybe,No thanks,Maybe,Maybe,Maybe,Probably yes,Probably yes
6/17/19 18:52,1,Kiran,Raj,kraj@ucmerced.edu,,,Yes,,I agree,,,,1,Maybe,Probably yes,Definitely yes,No thanks,Probably not,Probably yes,Definitely yes,Probably not,No thanks,Maybe
6/17/19 18:52,1,Bob,Smith,bsmith@ucmerced.edu,,,Yes,,I agree,,,,1,Probably not,Definitely yes,Definitely yes,Maybe,No thanks,Definitely yes,Definitely yes,No thanks,Probably yes,Probably yes
6/17/19 18:52,1,Daniel,Disks,ddisks@ucmerced.edu,,,Yes,,I agree,,,,1,Maybe,Maybe,Probably yes,No thanks,Definitely yes,Probably not,Probably not,Maybe,Probably yes,No thanks
6/17/19 18:52,1,Baskin,Robbins,brobbins@ucmerced.edu,,,Yes,,I agree,,,,1,Probably yes,Maybe,Probably yes,Probably not,Maybe,Definitely yes,Probably yes,Probably not,Probably yes,Definitely yes
6/17/19 18:52,1,Blake,Smith,bsmith@ucmerced.edu,,,Yes,,I agree,,,,1,Probably yes,No thanks,Maybe,No thanks,Maybe,Maybe,Definitely yes,Definitely yes,Probably yes,Definitely yes
6/17/19 18:52,1,Jake,Smith,jsmith@ucmerced.edu,,,Yes,,I agree,,,,1,No thanks,Probably yes,Definitely yes,Maybe,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Maybe
6/17/19 18:52,1,Jake,Smith,jsmith@ucmerced.edu,,,Yes,,I agree,,,,1,No thanks,Definitely yes,Probably not,No thanks,No thanks,Definitely yes,Maybe,Maybe,Maybe,Probably not
6/17/19 18:52,1,Tony,Stark,tstark@ucmerced.edu,,,Yes,,I agree,,,,1,Definitely yes,No thanks,Maybe,Probably not,Definitely yes,No thanks,Definitely yes,Maybe,Probably yes,Maybe
6/17/19 18:52,1,Kim,Ly,kly@ucmerced.edu,,,Yes,,I agree,,,,1,Definitely yes,Definitely yes,Definitely yes,No thanks,Definitely yes,Definitely yes,Probably yes,Maybe,Probably yes,No thanks
6/17/19 18:52,1,George,Bubbles,gbubbles@ucmerced.edu,,,Yes,,I agree,,,,1,Probably not,No thanks,No thanks,No thanks,Maybe,Definitely yes,Definitely yes,No thanks,Definitely yes,Probably yes
6/17/19 18:52,1,Jon,Do,do2@ucmerced.edu,,,Yes,,I agree,,,,1,Maybe,Probably not,No thanks,No thanks,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Maybe
